Majority.protein.IDs	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
P05067	41874	44825	40844	37316	42626	40991	36541	38147	41322	36778	37679	115290	165040	184810	178940	178150	179810	187820	187590	158030	211290	145000
P05090	2784300	4820300	7715700	3654500	5975900	4283600	11687000	4350500	3023000	3548900	5928500	7211800	6157600	2566700	6562000	5686400	4508900	7131000	3714300	6004600	5127300	5944400
P05106	18784	18725	4700.8	30959	15495	14425	20352	26833	9315.4	9060.9	15931	12718	38857	48744	41564	21250	52162	15381	38120	28347	42256	23463
P05109	941460	1152100	3720700	1021900	1703900	543350	741670	1637400	1277700	653350	1475500	273650	254410	263770	224260	215900	283440	223470	209150	282340	229200	483010
P05154	824380	1075600	779480	855350	977170	702410	436740	555260	452970	693200	687570	168540	90396	131940	84874	272590	78354	88701	100290	80234	74769	200050
P05155	27846000	19628000	28712000	22554000	21902000	17277000	33765000	13950000	15344000	18137000	20703000	19057000	7682500	15882000	5555700	18930000	8376000	6767800	8297700	5412800	8235900	15424000
P05156	7816500	6843000	7416400	7028200	8218900	6019900	6341500	5981900	8284100	7834200	7251600	10975000	12199000	9294300	14374000	13237000	12288000	9409000	11885000	11762000	11878000	10331000
P05160	3318100	2799700	4994600	2266300	5065600	2418500	3686900	2699400	3298000	2906300	3413900	3103700	3340300	3269400	3563200	3733900	3094900	5846100	2979500	3833500	3656900	3227800
P05362	100430	133180	171080	136380	131310	126190	148060	118800	89267	106460	148390	76481	85540	87111	98190	106610	81416	93956	95558	82316	89952	85784
P05451;P48304	68729	118200	116340	82761	101740	101440	165210	115190	88350	88460	120370	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P05543	2587100	3180000	2196300	2709900	2619900	2336100	2283700	2994700	3093000	2913600	2392000	3351000	3550000	3004500	4037400	3481000	3782700	2517000	3794900	3266700	3415100	3016800
P05546	12098000	8088400	9312400	8430200	13600000	8203700	9810900	8877800	14729000	10015000	9773200	10452000	20280000	15101000	20716000	16863000	19129000	20384000	18734000	23724000	23134000	15317000
P05556	43526	56002	54795	61740	59766	45296	76283	44945	39292	49211	62189	120270	170260	150200	180680	139180	160800	149710	138290	149490	159560	139660
P06276	1909900	1736200	2889700	1672200	3261000	1603600	1698600	1260600	1636100	1406700	1909700	1864000	2714100	2110100	3058500	3195200	2044300	3811300	2347800	3066900	1812900	2418500
P06310	416900	1354200	201300	337100	345750	520910	279220	586560	294250	316370	264880	394860	496160	444650	552030	436750	384310	246590	702540	529630	699500	454780
P06312	337630	798190	204700	271870	296780	321330	176190	552660	221240	233880	225820	56157	88204	71765	108280	82433	55549	54952	96353	78620	109020	81781
P06396	12856000	20367000	9463100	17379000	12577000	15807000	12051000	13977000	12448000	16400000	13821000	22255000	19219000	19300000	25216000	12660000	17946000	13064000	18881000	23473000	19128000	16768000
P06681	3534800	3730600	3783200	3621900	3700500	3336300	3515500	3861500	4015100	3883300	3921200	4258800	5939900	4601500	5410600	5407100	4574300	4542400	5516700	5369100	5125900	4393100
P06702	814580	915480	2418500	821440	1089200	530890	617060	1155000	996170	650590	1245200	758470	637540	674410	658520	515690	745100	439690	615820	809440	790680	1334000
P06727	29682000	38425000	46821000	39082000	55046000	23797000	44772000	32589000	26347000	26569000	35698000	64685000	50304000	60786000	34963000	35373000	36487000	49995000	38913000	27066000	41967000	39476000
P06732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	51659	23453	12686	38138	24182	24637	23650	42990	37257	20467	17181
P06733	5816.1	7698.5	13520	8067.3	10673	8243	12423	9086.3	11983	9335.9	10648	42810	54713	58632	55810	52849	67544	80401	41065	61035	57904	49079
P07195	107570	129230	182920	131480	171620	124160	287520	130620	137410	119060	129860	491520	394510	399110	458690	425620	415380	394940	364890	364610	371980	351240
P07225	5263100	4787900	9472400	4662700	7598000	4341300	7497900	3552900	4813700	4726000	6229300	6983200	8037200	7333300	8818900	8881700	7164500	9905200	7760300	8106300	6852200	7710200
P07237	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07307	100980	85083	163620	83479	150340	73359	250160	73284	103040	87745	110210	173350	95960	148340	103710	168060	99426	165630	94242	120110	97627	109460
P07333	33348	38870	41955	42261	32472	32781	39866	34922	30903	32742	32970	31131	17039	30584	22092	33041	17902	35344	17283	20370	17263	27007
P07339	56552	46235	82011	56553	122800	51362	98878	44488	49023	52419	61664	330530	353910	373960	411980	348200	421370	302620	330150	395660	354460	299480
P07357	5135700	4507000	4666400	4382000	4441600	4057900	3394600	2342700	4419400	5201400	4331600	6750200	7325600	7191500	8231700	7745300	8426100	7216400	7717900	7142900	6513600	6072500
P07358	4888500	4719800	4336600	4242700	4384900	4475500	3163500	2536700	4468100	5156000	4472600	6425200	6782400	6962500	7838700	7075800	7905000	7034900	7336300	6695800	6480000	5281500
P07359	579200	591850	912090	555730	1016000	299230	898960	384420	352190	414770	614130	593200	762340	1246000	834880	709890	822280	957340	634810	602940	754700	743030
P07360	1113900	825400	950950	894190	999020	938090	828440	633230	1008300	1149800	1010300	1751300	2020000	1783700	2286900	1951400	2179000	1771800	2016000	1921900	1843500	1594000
P04350;P07437;P68371;Q13509;Q13885;Q9BUF5;Q9BVA1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P07602	27627	33485	35539	42245	55425	24757	38291	33794	28486	29076	37713	62093	56388	65844	61051	52054	58537	48065	46936	53217	48603	43894
P07737	138820	153760	204290	208000	146910	86824	347020	243320	143080	128270	233190	163180	437740	451170	343790	150590	327570	143160	279090	192690	218580	230040
P07858	14745	24429	40025	20589	40753	18073	29218	15031	16906	14311	23063	90256	51576	55436	54540	44798	57485	65521	60404	54146	46302	51347
P07942	35341	37610	62151	48366	56899	35174	80317	38413	38927	35940	38103	88123	97339	95474	91178	68158	81490	81617	80295	80525	78898	69227
P07998	NA	NA	6661	NA	3452.4	NA	9658.1	NA	1948.1	NA	2524	16575	8725.1	11898	12611	8179.3	12458	8395.9	5900	15973	7239.8	14756
P08185	2042500	2774700	1309800	2504400	1576200	2211500	1639900	4383100	3145300	2023800	2083600	2410200	3236000	2109300	3509200	2361700	2876400	2072700	2907200	2074900	3064400	2524600
P07900;P08238;Q14568;Q58FF8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	32166	42732	44640	42906	44285	41101	36791	34493	44513	38568	21121
P08253	81580	142980	172720	104850	157730	94947	279030	109090	69616	85245	128660	229190	212930	200640	213340	158790	171780	264560	171890	227530	186150	196570
P08294	41946	49665	45050	54544	40434	46338	44899	57438	40116	45313	43215	52439	67845	60162	55322	48850	57744	50617	51672	62191	63457	42746
P08514	17263	21132	12476	20692	14821	8274.1	17667	20133	14300	16501	13959	14206	41207	40749	34227	19523	42191	10179	33666	20270	27953	22017
P08519	912810	1260800	13321000	1253400	1158900	1155700	1281600	989670	958070	1095500	1842100	4236800	1903600	4791300	1654100	2154900	2181200	9949600	1449200	4975500	2177800	2455200
P08567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	26836	59037	106870	55003	31995	60220	32006	39246	39750	48179	40245
P08571	528020	682520	727160	581170	640160	498870	643970	552010	454580	596690	598420	583700	637240	556900	640390	561940	653780	520920	614020	649000	580270	551870
P08603	50290000	43277000	62083000	37667000	62545000	35476000	39048000	29636000	52271000	40634000	51242000	53515000	61263000	60262000	57894000	64954000	52752000	82005000	53744000	60673000	49695000	56904000
P08637	13745	9812.6	21261	11558	12993	18702	17288	13105	11518	9268.3	17082	70236	78457	90578	62702	107920	59669	50046	31493	77490	68338	68641
P08697	2970100	3911500	2296900	3853800	2685400	3795500	2639800	3456200	3730900	4116000	3232100	3559300	3503500	3648900	3023600	3873300	2951300	2055200	2786500	2269800	3615300	3180300
P08709	74014	66857	88610	69249	94443	55980	91568	97881	91871	71104	72604	74255	81268	64868	86178	98440	82578	95099	57659	75543	110710	89557
P09172	936020	872630	495540	1100100	888460	528910	630390	1049200	483570	1022300	810750	1163100	700900	603070	1549300	1217700	845190	1358700	947330	898040	1001400	788770
P09382	18560	25095	30842	29461	35429	23222	69936	26771	30325	29464	24606	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P09486	289850	330610	265780	234940	359070	211280	196460	255310	233930	251010	273610	268470	395830	395470	420910	360920	357060	458670	433380	329500	386200	342260
P09871	7960000	8856800	10968000	8381200	8757900	7425500	6172500	7219800	8999900	8370200	8355200	9320400	10261000	9543000	10700000	10114000	8458200	10222000	9849800	8689800	9386100	8889500
P0C0L4	2024200	1205500	2118700	1116600	2109300	813580	1719200	612830	1719800	660070	1254200	1890100	788320	2889900	1471700	1572600	1672600	2519700	2817900	1973200	1481600	1707100
P0C0L5	1.14e+08	60309000	97252000	65334000	76405000	59979000	66531000	41346000	64056000	59061000	69268000	112410000	89493000	1.18e+08	101970000	151860000	97195000	156530000	140520000	99266000	94388000	103360000
P04908;P0C0S5;P0C0S8;P16104;P20671;Q16777;Q6FI13;Q71UI9;Q7L7L0;Q93077;Q96KK5;Q96QV6;Q99878;Q9BTM1	37250	33303	73317	40503	47158	35928	42629	45275	41180	40786	176850	274900	324530	282230	364450	316420	278520	282900	294690	360540	259470	141620
P0CG47;P0CG48;P62979;P62987	81374	99846	112430	117130	108920	92573	147030	107120	130770	96782	103690	318150	368100	438400	374670	261850	361420	278620	279940	334390	303990	231030
P0DJI8;P0DJI9	201130	331760	840510	148650	287980	220580	453700	246830	453540	559610	1065400	219430	474580	278180	235570	431150	520390	181890	213920	369360	320250	725130
P0CF74;P0DOY2;P0DOY3	1262000	2665900	590860	1198900	1290800	1946300	707610	2044700	656900	1220400	848440	942610	991040	1357900	966960	847960	654980	443810	827550	1038500	1382300	899180
P0DP23;P0DP24;P0DP25	7095.1	7269	7965.5	6821.5	3761.3	5632.4	14616	8058	8252.6	7645.4	10623	48089	112450	152000	99232	57629	94980	42195	71414	60202	60802	58562
P0DPH7;P0DPH8;P68363;Q6PEY2;Q71U36;Q9BQE3	30796	27841	26732	38676	27610	25792	29413	33245	34033	27420	38800	57747	71816	73113	91829	60526	82043	57501	82402	88106	84876	54908
P10124	86303	83599	73415	80663	92367	60324	63816	67149	59311	57047	70819	146130	145460	232630	141630	192510	159900	142130	177460	97690	182200	180480
P10586	13216	20860	31770	18935	34241	20209	43162	22388	18111	17957	24665	35606	31046	37658	34239	37262	28504	55406	35099	38214	41122	40494
P10599	42386	66006	90561	66370	82044	38289	177920	67054	75668	41055	111150	86264	73579	122000	89151	50022	84195	53871	63611	85481	45332	57178
P10643	3056000	5798600	5058700	6108500	6060600	4015500	8151000	3666700	3436600	4859200	5287100	10951000	9446000	9160500	8061000	6600300	9704800	5213700	4044900	10280000	6609000	8023400
P10720	7845.8	11847	8967.3	15155	11713	9763.7	9857.8	13142	10083	13749	12429	25255	29350	47203	34470	39868	41420	49117	45082	38565	46743	27271
P10721	103860	101110	102670	124560	107160	94576	102450	96852	92337	106070	100800	45660	49914	54262	55364	33519	42526	69701	37012	34134	51838	45314
P10909	11035000	11122000	13714000	11904000	15270000	10449000	12350000	11232000	13013000	9891400	10744000	8082800	12503000	9493400	12726000	9390000	10716000	13064000	10218000	12013000	11404000	8440600
P11021	280030	298140	355970	306620	365340	226210	337440	265450	255830	250580	294280	258910	251580	255770	334770	239730	247170	334070	242900	418070	296910	220190
P11142;P54652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14146	14304	17997	15952	17621	15889	16494	13832	15151	11845	12002
P11226	362870	768750	1015600	537430	1032700	760250	821190	252660	1062600	563260	631590	1392900	469110	370780	434850	376240	240610	381840	263140	438160	506830	622830
P11279	83265	100810	96614	85889	97802	82176	89529	86947	93582	79212	106170	203290	369240	238680	315010	254630	217740	274120	256370	232590	235290	221010
P11597	135800	309860	343590	244290	465450	303920	286400	255750	242180	227660	198120	520370	586400	672220	709000	642460	570890	897920	499340	705910	905440	478590
P11717	65267	62349	89930	59624	78365	56786	106690	65891	65931	58094	70951	42534	45324	47624	49200	52371	43817	44543	47013	50972	45821	49668
P12111	271860	327790	337660	249040	353830	230400	361120	294800	251950	280130	334140	280880	203470	240080	243300	271930	184400	286540	195350	283450	259560	240270
P12259	2113400	2988300	4141900	2705300	3724700	2525000	4397800	2144700	2448100	2702000	3e+06	4804200	5327800	4184100	4461300	5027300	3772600	5152400	5017500	3864100	3786000	4163600
P12821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	13342	15436	25715	17295	13259	20264	16840	16158	17803	21619	15383
P12830	149560	177580	311330	187580	372360	147920	318700	169830	135280	125410	187400	378440	302150	406770	280520	354630	244730	421010	265980	359950	299600	296960
P12955	426150	617340	386430	466270	372500	470580	347840	507490	490170	479460	442800	730260	1005800	661870	998120	821650	818430	731260	943130	842740	940900	849670
P13473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	96005	154040	112520	192020	155070	142080	152690	125260	107840	161030	94469
P13591	246290	371750	348870	302510	340000	320360	468450	246310	236100	265910	357370	636430	630440	511630	640300	466460	462150	635210	551270	672280	487740	504060
P13598	195260	283930	174700	235390	203280	183500	166420	157990	160110	219530	181070	182760	298760	273160	325510	242000	306690	255420	196280	201670	287660	246290
P13671	8004900	8391000	9705900	8083700	9338300	7218400	7804900	7042000	7563600	8051800	8364000	9811000	10013000	8482200	10622000	11422000	11526000	10664000	10752000	10014000	9559900	9063000
P13727	7129.8	6077.7	12406	7182.7	8411.5	7539.8	9888.8	7148.8	8467.7	7291.3	9403.6	63866	75620	74331	75957	64924	56379	91060	65618	68906	64414	63639
P13796	310230	322180	379440	309430	343580	301340	285080	291570	296480	335070	314020	469680	475660	432950	515370	414810	447060	344360	425400	429560	402590	396990
P13987	48967	62699	171680	57621	130170	53407	119040	57036	79300	73511	99502	141740	68296	73910	75234	74577	53702	89539	62948	91539	58232	97197
P14151	613690	942970	702840	830940	765150	721080	419850	733330	696230	759120	714610	705220	1042900	832980	1085400	956220	604010	806060	629510	656890	904010	695870
P14543	98963	116990	143210	102820	180170	97549	163120	109230	115040	104650	128380	68885	66450	89255	78364	67589	74677	83508	74864	75876	72858	70874
P14618	38521	47333	56596	52365	54458	41022	47719	49325	43633	35389	40513	52406	62486	53123	60010	37011	55868	33892	40158	49695	47744	35151
P14625	161680	190480	228080	152730	270270	138890	228240	140010	148420	166160	171210	179590	172210	169550	173140	159060	181440	185830	176980	195810	180880	158160
P14780	359280	278850	601220	173800	305680	126320	160050	198610	319140	154910	309900	201320	275110	283480	217190	179830	337340	203640	272860	172790	292910	203650
P14923	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	25714	20883	17185	30876	28622	24075	14381	17498	20207	30079	23942
P15144	115310	124860	122520	128460	134620	132470	160730	137530	154540	106790	141830	200950	347320	241180	305170	275580	212850	274140	238990	256840	251670	255830
P15151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P15169	1015700	912500	1327000	769120	1254600	847770	1244600	586480	829060	1126000	963410	1285100	1476200	1486400	1480200	1643900	1265400	1915600	1446500	1353900	1519700	1311300
P15924	32739	51646	48814	32083	54732	37708	63820	45689	43944	43065	62170	163780	96364	97820	113510	154730	118450	103270	91275	92149	105690	75882
P16035	12499	19885	23350	15900	24488	12792	40649	17164	8576.1	15326	16320	118850	118350	113520	107860	84989	85659	155490	91992	130760	111870	108600
P16070	230630	252040	484740	278090	429990	217840	421180	188540	215010	238900	293760	531010	474440	586190	509830	602440	421120	643530	364480	539070	424670	619070
P16109	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P16930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P17813	27810	40897	41907	40046	38763	36023	44020	36298	30836	36076	37906	76842	42564	74792	55210	62513	47574	49050	45643	57346	61056	62620
P17936	670120	946670	552090	1107200	705540	838650	587740	831780	906500	1013200	947160	1036900	1384900	1209800	1176000	1046000	1761800	1004200	1090500	830960	1380300	1019900
P18065	176630	243240	748610	276080	396460	185650	838080	179180	132870	180860	461220	965040	401130	504030	388080	468520	372250	1240000	369350	657870	391260	675690
P18206	16294	23699	25149	21676	28625	24862	30357	22672	25833	25601	22467	134050	236550	195810	202110	143000	229710	151430	183060	180730	177990	145970
P18428	180250	149140	193180	127810	158440	147310	133810	148850	239630	153040	146560	275710	309100	244090	333630	244330	380080	281820	389410	387060	315770	260280
P19022	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10499	8708.4	16307	12439	10009	9151.8	8781.8	7962.8	14405	11665	9936.1
P19320	231430	305950	431910	298480	437990	263590	599440	265670	266730	250980	374360	646800	487120	495180	513110	567490	443220	646170	359810	616640	539200	533040
P19652	1427100	1170500	1016600	1218800	851440	1301900	1062600	1100500	1179100	1350000	1197700	1594000	1677200	1423700	2043400	1549000	1738500	832140	1729000	1407100	1635800	1453000
P19823	31357000	32962000	51918000	30356000	46470000	29750000	37529000	27589000	30583000	31955000	35944000	56738000	60242000	65601000	64853000	72423000	52550000	101290000	56821000	53693000	66599000	57845000
P19827	13792000	13802000	20607000	12116000	16412000	13034000	13972000	12269000	14826000	14105000	13732000	12919000	14393000	14937000	15211000	15868000	12710000	20957000	12997000	13679000	14219000	12301000
P20742	3494400	1478700	2405400	1305600	1688100	1368400	3262900	9630100	11284000	3091800	2466300	1143800	1049800	1911400	1089200	5891200	4396200	4371800	1308900	1052700	4771900	2844200
P20851	2832800	2638800	5898500	2292900	4315500	2421300	4404400	1831200	2643400	2809100	3074600	3675900	4428700	3993000	4695400	5046000	4147100	5792300	4256000	4312900	3577200	3834800
P21333	346480	346400	293680	552110	277480	205470	1067300	304750	279020	243190	525220	287220	762410	1342900	807830	249340	821090	280720	502750	360300	450180	463800
P22105	479910	655320	601280	649660	577340	634930	581000	614850	522200	654880	544450	584440	711730	671250	791880	582470	659140	629440	602210	659790	773830	658860
P22352	1029900	1434900	1215000	1062000	1307200	1183300	981940	927090	877910	1121200	1187200	684360	998430	829920	895030	939380	859830	829720	754430	597280	1078000	798510
P22692	100830	101810	147430	97542	147950	90910	163800	88588	103520	95966	131720	103670	96966	84823	87763	79741	95594	96238	90130	116510	102190	85109
P22792	3226200	3364700	4435300	2742100	4150800	3014900	4402000	2103800	2635900	3485100	3090100	3650600	4597200	4523100	4671200	4648000	3749300	5998900	4559200	4277100	4708200	3740000
P22891	387110	282990	334000	296180	375680	424420	399580	433410	328310	301490	351160	299140	431050	360060	605190	458900	449590	442660	432310	480980	484650	345230
P22897	62659	73812	128130	72096	105680	59947	177170	73276	65342	63082	78702	73408	74716	61659	82516	80934	69529	89074	64130	97718	62075	75931
P23284	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	34407	42948	64425	45853	28411	51731	36336	41018	38758	44465	36312
P23470	86001	100500	132330	91341	141780	79317	194250	71763	65241	78890	103670	15483	9874.7	13406	10401	9327.5	12425	16058	9967.4	9683.1	9752.7	5466.9
P23528;Q9Y281	34913	25643	34509	58751	27737	12208	61056	37153	28470	13870	40441	34766	89576	136830	72007	43986	64689	35013	60976	79772	58451	70963
P24592	104360	137260	157610	125390	212450	100190	183020	114140	113000	116270	234040	285750	164440	261140	180450	279860	179690	196120	185800	235010	184020	219440
P24593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	72581	62091	64443	77822	52155	63972	61138	70906	57373	78629	54000
P24821	60593	60109	79621	52199	80854	53825	77231	49441	50962	55743	64205	95579	101220	79405	119500	114280	98730	104980	79328	80588	97702	83301
P25311	11437000	12432000	13284000	13284000	11681000	10738000	12316000	9710800	11881000	9970200	15364000	28563000	20784000	24108000	20211000	21572000	18213000	12913000	18420000	19755000	16459000	18873000
P26927	835900	798450	941280	1193100	909200	1049600	806600	1029900	689260	886470	1027200	1804000	1390300	1646400	1532600	1360100	1317500	1415800	1504900	1322300	1090700	1428800
P27169	5334200	7333400	6775900	5456900	5744200	5945700	6487300	5938500	5490200	4767400	5542700	1927400	4184900	3082500	4395600	3127200	2764300	4073400	2245300	2962900	4035300	2801200
P27487	40353	49250	44624	56211	46812	44416	53040	42785	29660	39851	36872	50031	67622	62895	92130	60720	64618	59137	65748	54498	69752	65182
P27797	96311	101860	228720	118380	245130	91036	294400	87008	92573	96423	166760	220240	167380	221890	148050	193910	172650	201520	123520	172380	140590	194990
P27918	556920	636850	859840	584300	834280	582930	646210	471800	555270	566650	782040	638830	846170	765570	927090	811070	721120	917070	603380	812990	771950	815080
P29279	25780	26390	27832	23777	54221	18756	43467	16330	26694	26346	44290	20042	16065	28774	13388	16099	33180	36072	13633	21383	17261	25636
P29508;P48594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18059	17683	24192	24637	19358	22337	18125	22232	27367	24047	16513
P29622	2323300	2654300	1859000	2659200	2435100	2255000	1887400	2013000	2597000	2159500	2216500	3388100	4128700	3515700	4232200	3027800	2945300	2435900	2910200	3713000	3913000	2948600
P30043	23763	22078	16891	26218	17742	17985	22298	18725	38717	19584	16185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30101	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	43883	47831	52084	62768	36517	60614	53566	49980	43905	57183	47031
P31146	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31151;Q86SG5	39901	38160	51575	39283	48530	38232	37786	40126	47629	49704	59645	151870	142540	178270	152290	122220	235210	119670	149590	175270	140010	117460
P31944	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	68925	57231	61626	77739	63931	84781	74466	61107	83723	65216	52733
P32119	298360	480140	470900	523040	448800	440190	680690	465890	1129800	299770	474410	753310	1295200	1179200	1117000	715890	895920	619570	857820	893320	627370	990330
P33151	346680	373270	375100	383850	438970	404240	408670	336130	390520	357640	367420	611120	663810	820580	786420	635260	619370	976410	564710	771320	725000	634580
P33908	415140	437940	538880	379760	556850	393910	422770	391780	463110	441400	464180	615490	759390	595600	692180	649990	724280	672460	737880	688760	704620	606020
P34096	6546.3	13679	13145	12980	14595	10246	13166	13471	6943.4	8916.9	12472	2670.4	NA	NA	NA	2629.4	NA	NA	NA	NA	NA	2665.7
P35443	77327	74306	98713	60029	98678	57509	86683	59333	54107	67621	76529	227320	240450	262700	291480	194600	171120	220410	224200	310770	230050	189400
P35542	2806400	1927000	5219800	2008500	3302800	2451200	4502500	2458200	2885600	3485900	3777000	3804400	4999700	3504900	5551800	5716000	3736800	4023200	3844100	4221400	3975100	3852500
P35555	57479	63495	114540	54639	109460	61710	102600	63039	48223	67611	83514	113330	97549	110830	87793	98124	91467	113840	71262	121290	109150	90647
P35579;P35749	NA	3165.5	3904.8	5567.9	3029.2	2499.4	7542.2	5105.7	3869.4	2922.1	3972.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35858	1943600	2334300	1440500	2462700	1531500	2061500	1270500	2036000	2863100	2384500	1895100	2529400	3276400	2730900	3148000	2297300	2563500	2319000	2933700	1944600	3375300	2306100
