Majority.protein.IDs	P_4.RIC_1	P_4.RIC_2	P_4.RIC_3	P_4.RIC_4	P_4.RIC_5	P_4.RIC_6	P_4.RIC_7	P_4.RIC_8	P_4.RIC_9	P_4.RIC_10	P_4.RIC_11	P_6.RIC_1	P_6.RIC_2	P_6.RIC_3	P_6.RIC_4	P_6.RIC_5	P_6.RIC_6	P_6.RIC_7	P_6.RIC_8	P_6.RIC_9	P_6.RIC_10	P_6.RIC_11
P36955	5167300	4364700	4266900	4476000	5553500	3566300	3806300	3603800	5833100	3429300	4628200	8729500	6737000	7502400	7587700	7897200	6132300	5240000	5999600	8816600	6708100	5971100
P36980	1675100	1434700	1188700	1134400	1800800	1162200	1001300	954500	1705400	1330300	1416600	1455200	341330	1267200	1140600	1355900	915400	915720	1196800	976890	1118700	1044700
P37802	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	125290	453700	649530	445350	147100	410640	142470	253220	171530	198490	250890
P37840;Q16143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P39060	21951	37483	44722	30918	95731	29887	60223	29162	48148	28695	27461	171960	163950	143150	164820	139040	133000	216940	145280	179100	149200	152440
P40189	84843	107480	118070	95356	134320	84649	130890	86258	103430	98150	103390	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P40197	460690	527990	442470	456980	506880	335700	432970	527310	446550	430720	407310	106840	184080	204570	230380	137860	190180	196480	182260	146270	198740	130550
P41222	205160	218640	440810	199410	442080	162370	582560	187100	200500	205070	358860	940150	292650	504650	339950	400650	284310	435550	437740	597290	392160	479350
P41271	55225	49702	165170	62165	173020	37554	226920	49811	57059	51467	108140	180860	76493	167750	78806	119560	81195	166900	73958	143840	83444	119340
P43121	231510	323050	435620	343720	412930	283240	588580	274390	216960	258730	343590	230600	296920	327560	328360	300450	231460	361910	217910	349080	261870	233140
P43251	577140	723700	527820	901310	675600	698840	529340	705890	886850	636200	809160	850800	1228200	1044800	1508600	1081500	1128400	977420	1270600	1013700	1172100	1048800
P43652	11764000	13947000	11808000	10988000	22823000	10548000	9593500	13699000	14018000	15346000	13465000	8729800	12467000	9144100	16336000	10800000	9668000	8999400	9899800	11029000	10813000	9196600
P48740	2077800	2566200	2777000	2210000	2787300	2315900	2596800	2042200	2066700	1961500	2096000	2826400	2634900	2416600	2301600	1821700	2073600	2718000	2166800	2309700	2378900	2363600
P49747	443610	598540	582470	465930	756510	434310	582660	490670	247520	470910	508880	374140	507970	522460	633700	305830	454220	368960	522120	587800	423490	412550
P49908	1138600	1141400	1546600	1153500	1421600	1257200	1089000	1089600	1228300	1143300	1208800	976560	1158800	1055000	1069100	1006000	1045200	1380200	1195100	948230	1226200	953440
P49913	5496.7	11545	28954	12212	22552	11962	8121.2	12300	19611	15215	21362	28125	42208	22468	54129	32809	24099	48465	31699	31743	27937	27480
P51884	2685100	3113700	4034300	3037700	3445300	2562200	3317700	2251200	1930200	2604800	3175500	4458400	3970100	3565000	4304900	2643700	2859000	4741000	2575900	4866400	3572400	3620200
P52566	9605.2	7537.7	12908	9062	16156	3795.9	12931	10717	8399.5	8076.4	10415	41474	90850	104340	72320	30088	69239	35533	55400	37839	41572	44677
P54108	453950	660660	488140	537340	565150	469180	371520	418200	458630	585510	422210	1133900	1377100	1183300	1295500	1165600	1006500	1175500	1118100	762050	1069400	1129700
P54289	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	21255	28321	25831	29528	26341	31247	29904	22847	28041	31420	18639
P55056	765450	517130	840070	440950	612310	399210	1013200	413400	816640	598050	800330	432920	549420	409580	987280	540710	623730	636750	897870	856670	1154400	586270
P55058	110270	185390	151070	140670	159140	146370	275920	110010	102600	117880	182320	89171	140480	116530	138530	96069	112810	141550	79444	113030	111740	84093
P55103	58941	48445	62816	55399	101820	37356	74524	45192	60512	56288	55701	20952	24750	23747	30768	33647	18802	22217	29202	27579	36090	25596
P55290	79577	120920	86898	122940	95991	103460	104590	87566	70602	96168	103690	122740	190860	139190	171920	103020	124550	117390	127200	112540	133780	107850
P59665;P59666	55592	57444	95100	52802	76665	49958	49174	58291	57464	48571	58908	100290	108240	70266	101050	64316	77771	86214	83965	103350	86179	76228
P60174	11231	18455	28084	19128	16300	19467	32643	22368	33260	13190	26525	43160	66474	73147	62772	45174	57212	47204	45570	41824	49051	56808
P60709;P63261	1276100	1355700	1637200	1838800	1344000	878010	2546000	1627400	1161900	957810	1552800	1370500	2029300	2725300	2251900	1196900	2539300	1148600	1926800	1301600	1884200	1857300
P61626	528520	643970	1085700	755900	907820	465190	653400	578930	580960	584430	1064300	1758700	877180	895920	913630	875370	853600	937380	970040	1289200	828040	1088500
P61769	391750	332260	785230	491700	708100	327630	954120	322190	326230	426870	754490	2217100	668830	1126300	874500	942860	781830	811990	704620	1166400	702690	1176600
P62081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	255210	287950	277300	338610	312580	279130	306090	272060	338640	276730	135380
P62328	307230	249670	476320	444800	299950	165290	1355700	309510	283520	174890	517540	409620	826310	2112700	738900	239490	661370	263850	462830	271070	329980	648650
P62750	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	76178	86971	77821	89237	103730	75664	104310	91103	86823	92120	39363
P62805	17616	20655	29110	18830	19194	22998	21710	23754	25022	13968	22178	395950	378530	366370	487050	445320	379020	458450	380450	480750	377150	223890
P62899	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	38896	42327	48103	61109	44482	35265	45337	50094	36119	42822	15520
P62937	23978	47509	24487	38370	32621	56659	33238	45021	32783	36244	23157	68320	142240	157540	125960	78234	116540	88340	114240	84340	112420	70053
P63104	64784	64350	76821	92845	70819	52294	123770	79672	69066	53030	93166	99387	164330	165410	150000	104250	153150	77667	125200	142200	121370	119380
P67936	116980	100580	86031	99115	86487	92638	125720	85645	86724	99605	129520	142730	423520	598820	292190	119400	309560	125210	222080	168890	172720	205010
P62736;P63267;P68032;P68133	23826	28146	143490	32394	24455	19808	48860	27195	15644	15788	31183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68104;Q5VTE0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	265110	282520	325480	342750	271300	254330	306930	284170	332640	262050	125230
P68366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P68431;P84243;Q16695;Q5TEC6;Q6NXT2;Q71DI3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	486520	549140	523320	653710	554290	470540	572980	544400	527630	452920	212330
P02042;P68871	794980	1040400	921260	1097600	1285900	1057200	1445100	1182900	1954000	717170	977630	887640	1142900	2580300	1106900	760250	1055000	774560	1028800	977050	927570	1309500
P80108	2292200	1954100	2382900	2500800	3072100	2094300	2818300	1901800	2870200	1836300	2272900	2552200	3800200	3127100	3201400	2817400	2900000	3756500	2569800	2724800	3055600	2650100
P80188	103400	89504	178320	80676	152770	81231	79027	87487	89334	69567	123850	227770	95402	126530	87333	117400	87509	127050	110920	92101	101160	124060
P80723	29219	42173	49774	32600	58446	36756	42270	34897	34305	27729	42692	39267	34640	48337	39027	40374	29732	42063	36258	37189	30956	37498
P81605	95823	130660	128840	92464	138190	118640	110090	125060	105360	105530	164630	159690	148810	146410	152840	133950	137140	111870	130270	191390	134340	114900
P82094	13310	19692	17760	15449	19915	19611	20428	17498	23869	22048	14184	75685	91758	82473	105500	84244	125760	102580	118650	97043	120030	54890
P98160	230090	313420	334740	323370	380570	280260	552920	279690	253450	342330	329300	314820	174450	257140	240390	191020	182470	256850	197690	213450	164410	239000
Q01459	216470	212990	171770	275920	241240	195090	160230	222700	244950	221210	203700	219890	261060	246370	278370	225420	233790	176500	241390	227990	271600	218840
Q02413	73134	107260	118750	74498	124220	80951	106560	78907	129630	105750	108690	133370	116660	107030	124950	137370	133340	98454	122850	140830	140220	126300
Q02487	12918	19312	24079	6093.5	31121	7452.8	28926	9119.6	7147.8	11690	20089	49435	34881	56881	35752	51228	32600	55963	30068	49516	36034	43959
Q02985	278900	163570	874940	297230	466520	152800	294890	260780	264500	318640	380280	705460	352840	445340	482480	393200	507450	448550	663410	441250	349360	473420
Q03591	1707800	887280	2391700	2079600	2654400	1994100	1730100	2107600	1799900	2160500	2285800	6294100	2973500	3259000	5014300	3966900	4608400	1265600	5178400	5563000	4895900	4283800
Q04721	28607	46568	52593	38991	60749	35619	61940	32209	27271	33876	42361	6622.5	9184.4	9337.4	9000.8	8581.2	5356.4	10726	8638.7	9052	4701.8	9606.5
Q04756	1426000	1702200	2288400	1410000	2076500	1350600	2545200	835760	1295000	1662000	1622800	1496300	1246100	1377600	1347400	1774400	1210300	1677800	1469700	1085200	1383000	1380100
Q06033	4274100	4029800	6337600	3097600	5973900	2938300	7600900	2947900	2325000	3906500	4299100	7803000	5595100	4568700	4489100	8566900	7458400	10509000	6910600	6186000	5562200	6835900
Q06830;Q13162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27775	26996	24550	22845	26461	23015	24611	21752	26840	24300	18980
Q07954	131080	194810	197420	156890	171270	124500	314550	141050	131820	136500	165250	29374	26914	31527	37215	28747	28506	40213	25965	36404	25088	26560
Q08380	3399100	2349000	3283300	1788900	4782100	3314600	4701400	2727700	4876400	2387800	2816100	1628800	1469800	1592400	2363400	2979500	1866900	3439000	1975300	3584000	2458300	2066100
Q08554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	24879	23716	28806	24506	32030	25951	18370	21800	35371	22314	21528
Q10588	55271	85068	58615	88499	61414	77170	52240	84304	67728	73128	65282	54206	78463	53036	70000	68307	73470	61468	56086	74626	40605	60544
Q12805	594050	668350	1121100	560160	1205800	467880	1353400	1082300	443990	709370	767630	1316800	718180	983180	882970	967410	765450	1414900	898530	1305400	1045700	1002500
Q12841	9222.6	9959.6	12592	9878.4	16420	11799	14310	12787	8343.1	6854.6	12493	80775	65153	62650	71652	72730	64589	93705	52817	65829	66236	67650
Q12860	81925	126780	92998	89337	92138	81504	125700	84700	60949	99074	89748	134510	173210	147650	183980	138070	161230	154880	143980	156140	157110	155510
Q12913	129090	120400	125100	108960	131990	112400	140720	126450	124180	112080	112470	71797	83224	83269	91925	78855	73492	114200	78033	70396	88130	72279
Q13023	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	75336	74236	85718	78653	77595	63495	73161	88007	85942	68771	101450
Q13093	146880	256150	571230	169150	410560	206250	142610	182510	195010	233660	241810	493900	352400	343980	423530	417830	210100	437450	257360	360160	317520	347370
Q13103	529010	459780	658720	326100	582240	364020	1201100	304820	223880	511090	380590	268950	264780	232890	293040	433790	235830	573630	330860	313410	288050	268980
Q13201	251710	278410	277770	254770	363410	208780	346050	315670	201680	291420	282180	215570	172980	300030	169230	253550	157980	225450	191280	150930	209640	220380
Q13508	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	18419	12053	16438	7749.1	14670	13130	14432	11490	14776	14399	14884
Q13740	40328	41599	52999	44155	49693	35027	66430	38458	33231	43126	46195	68245	79490	82375	76783	86858	77159	95549	68776	76269	72782	77827
Q13790	184760	240400	456390	168640	257930	207110	305380	148040	148370	215940	224660	492250	394910	393750	399950	373310	354780	748730	300450	372710	371590	456130
Q13822	18623	24437	35162	31008	28662	19234	24732	23883	18103	26939	22370	49934	35820	37563	42133	42383	39275	69946	35169	34019	54517	39663
Q13867	16316	17735	21926	23371	23464	13674	27123	17863	16092	12037	16021	37191	31200	26710	40628	31115	36712	27656	28102	33707	29428	31535
Q14118	62966	55699	108780	56997	162640	46282	126710	58916	62589	47149	86698	146470	72817	123180	64655	85968	58456	132680	56182	114800	65230	79223
Q14126	21437	28934	29676	29896	20224	29894	37315	29883	27772	27499	23165	14211	40228	24908	19720	23281	18208	33315	23715	29090	15924	22882
Q14515	95811	116820	173770	131690	166940	104430	229010	98880	89528	113750	155240	211160	154510	159560	119190	127060	131280	209720	115990	133860	113580	167240
Q14520	2236600	2229700	2472200	2086800	2536700	2166600	1793200	2359300	2767900	2067500	2206500	2837800	3316700	2608600	2989500	2852700	3161200	2933300	3296500	2704500	3855000	2710500
Q14624	26534000	20582000	29626000	18234000	23819000	18185000	29573000	20366000	22091000	22829000	21066000	29556000	25115000	25950000	27305000	31304000	27629000	40918000	26839000	27842000	24941000	26859000
Q14766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104170	115810	174770	143480	117150	139920	134870	125950	122260	130560	123420
Q15113	268110	246040	313140	221050	289900	201620	305300	210820	216550	197970	305160	192090	151820	190310	128070	167010	137070	243460	141290	257910	137730	159550
Q15166	185550	315190	296760	268010	226740	349720	373110	179160	268570	285250	263900	237700	281620	276220	287220	242970	235550	349440	178140	225430	195830	223120
Q15485	887980	580790	1278900	890360	910520	681290	650900	629590	797820	1001300	818530	756580	765290	1030000	1263300	1342800	1063700	1239800	817210	793710	689140	879680
Q15582	261430	320570	327420	358050	338010	279770	341640	390480	452590	290560	315650	464050	466340	496010	529750	392910	373220	468890	461090	519110	756330	459170
Q15828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	95997	33581	45224	43361	40668	30770	48952	39680	58043	49995	53265
Q15848	205730	295110	537780	250310	315680	166220	1616900	278450	183790	241080	481220	669890	397930	520630	360990	377520	379820	1378100	363210	376130	596900	658740
Q16270	17849	22909	32010	23138	35181	14191	31208	21980	18211	21758	25953	49529	31392	48955	37484	45272	33318	44037	36786	48321	25744	40787
Q16610	1012400	1770000	688910	2039400	990680	1648200	782760	1008300	1482200	1765800	1169700	1743400	1354900	1437800	1439800	914030	943600	880420	1309600	1239200	1059500	1157500
Q16706	19103	25958	29452	24021	29053	26051	26817	30565	36812	26422	30077	24678	31798	31161	34596	28620	26238	33158	30551	39258	33652	23588
Q4G0X9	18921	15067	69230	21632	42772	17064	34655	18119	20939	22769	28345	21720	27917	26425	43514	28958	38039	59882	38251	80692	34970	34280
Q4LDE5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q5T749	14980	16081	16968	16648	13891	15881	17346	13681	16815	23842	17262	57233	68561	57754	71146	77460	76306	80025	68930	67815	61748	54148
Q6EMK4	289270	272390	388860	245200	374130	244030	431060	228770	247230	251410	282700	321980	285400	371520	335990	370320	294400	351980	246210	304260	295050	310870
Q6UWP8	2100.9	3239.4	5114.3	NA	3148.3	NA	2065.6	1898.2	NA	2248.8	2319.3	11126	13332	9205.8	13122	11958	9294.6	15378	13575	10059	11699	8777
Q6UX71	288840	325010	290190	263990	298000	255140	357760	240260	210250	300120	263850	301300	321320	386830	368310	326600	308810	292210	334910	340160	362160	345930
Q6UXB8	682850	819490	738290	470100	1098600	385920	619460	432100	355420	506240	646290	522990	370060	619730	389620	326840	423910	454830	297370	520980	367950	446810
Q6UY14	58824	87196	58809	72341	71458	75522	106420	65778	40963	58848	68481	NA	3062.9	4037.6	1745.3	NA	NA	4507.8	NA	NA	NA	NA
Q6YHK3	96005	152080	92676	139530	118730	111420	151930	101210	104310	113170	115280	88817	99016	102380	121480	81574	87313	120390	92488	105020	107160	93219
Q76LX8	62761	70496	61558	75167	85133	85225	63373	77768	74417	77299	71939	61539	73884	64364	74991	50277	63842	80253	73854	73627	67542	59963
Q7Z7G0	118220	201110	162770	169640	149450	181110	226510	151140	119530	162070	178290	123130	131760	173390	147900	92005	108460	109150	109270	116830	117130	108570
Q7Z7M0	37399	35354	43324	39545	59660	30907	63862	38070	52358	45338	45316	45105	55071	54719	55733	52846	52723	68067	63250	66554	65503	58118
Q86SQ4	28467	37775	52258	44460	47389	41100	56958	38286	40357	39251	37238	20577	25439	24902	27919	34834	28798	30147	30150	30882	27183	27593
Q86U17	17694	21458	26453	30484	30555	17312	25535	28729	22750	29536	22386	58633	71412	62648	56616	60706	56688	65237	55036	81914	53126	47391
Q86UD1	89570	91003	113680	93466	134000	74215	218930	83807	101700	92343	96519	133670	123240	131930	139690	142820	112640	159470	128670	187440	145700	107600
Q86VB7	95613	131450	173640	112740	170120	101340	179700	131680	113940	113460	156180	169850	230990	222440	320040	342510	221470	241540	180310	368440	241880	274270
Q86YW5	19837	25861	27109	30889	30215	22482	26237	32433	27989	31663	34018	38908	71433	73634	62154	40152	55951	37821	61066	42899	58632	48817
Q8IZF2	13460	13692	17105	13492	21769	14480	12562	13607	10881	12111	10470	10956	29115	19574	16047	15706	17438	18357	16305	37579	15978	10996
Q8N6C8	56636	56849	43851	71244	50474	47205	133040	68947	47079	56247	83564	97731	75453	92379	50060	119490	89497	71321	79349	83303	72222	90305
Q8NBJ4	16584	17143	28928	17476	30778	17850	30042	12375	16346	13025	16015	22567	12723	8995	11339	13900	8205	14957	10641	11469	9356.7	14331
Q8NBP7	7039.2	11583	12124	9273.2	10634	10456	19434	7765.6	10137	11645	12662	51326	59544	58407	60331	70945	52392	62757	58444	51926	53880	56330
Q8TDJ6	24471	39516	39431	30187	38421	51899	40878	45272	46812	36754	32413	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q8WWZ8	9991.5	12352	15855	9413.6	11246	6632.9	13855	9425	11869	8560.6	11432	8652.8	7539.3	5166.3	8078.9	9509.9	9723	5799.7	7866.4	10579	2644.6	5546.6
Q8WZ42	46219	33428	54098	39661	50474	39501	44245	37623	57118	32691	34803	253640	233400	219380	269000	249100	258990	235130	271260	264290	280550	369980
Q92496	276370	202730	1041200	222350	190020	111360	273980	217120	297150	430620	275980	372220	377450	431230	236930	287340	388800	663520	393640	188860	319750	314540
Q92520	36714	28338	60788	32957	47260	18323	73537	23202	25518	25751	39982	16595	22711	21801	23874	18703	16004	13751	16767	18181	16443	17013
Q92820	120450	126280	151320	130020	156580	124640	116270	109160	112430	121520	127120	244800	151120	124670	172080	198230	185650	147290	143610	224220	141800	168110
Q92859	21628	24302	13418	14932	17971	17321	22330	12815	12781	14959	19662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q92954	1719500	1421600	3576700	1323100	3881900	1360100	2490900	1435900	2470500	1916400	2069600	1909800	3634600	2530500	4075800	4706100	3230100	3915200	3063200	3765700	3268600	2814600
Q93074	130780	173480	143870	145310	126700	119010	127230	132930	96332	163720	137500	48419	31794	61040	43768	36275	36639	48390	30679	51768	37448	34167
Q96IY4	1842000	2093300	1735800	1983300	1696400	1785500	1833800	1878000	2270600	1719400	2141100	2381200	3450400	2608800	3736800	2954800	2904600	2311700	3179700	2813800	2659200	2338400
Q96KN2	1382100	1350200	1569200	1156700	1918000	1392200	1649200	1915800	1851000	1969900	1567500	1349900	2654700	1936700	1948400	2850400	2200900	1705100	2654600	1426000	1993300	1753000
Q96PD5	1934500	3417300	2502000	2642600	2817900	2496100	2094300	2049800	2442700	2702500	2549100	2631700	3246800	2627500	2908600	2627100	2139300	2573000	2995900	2985200	3008200	2354900
Q96S96	73459	71975	127920	110800	242430	63833	153210	153060	109920	112620	136790	871430	229340	338130	262210	251580	220210	301040	410340	402030	397580	276960
Q99784	360610	408930	276980	454050	399680	313050	336370	403010	338780	377230	356560	459840	399620	457970	488200	226120	356670	562580	287200	344880	307360	418840
Q99969	16007	21344	32644	27515	48724	18989	32390	18492	23524	22847	22711	71527	63614	57667	70246	54400	62315	70815	65650	68287	62118	57759
Q9BWP8	37590	53138	50855	63388	56182	40556	42197	48280	47174	40757	54481	81543	115730	79579	78513	72587	59265	72401	82852	78890	85864	83845
Q9BXR6	562270	501080	595500	498110	482570	444140	371880	415740	645310	463150	514730	1309000	1425600	1078800	1310700	1485200	1235200	1811300	1270800	1218500	1288400	1264300
Q9H6X2	19692	16248	23843	20536	21525	18088	37542	14984	11163	20602	21185	55681	100910	65735	91768	50318	99633	114140	79961	109240	115170	43114
Q9H8L6	103860	154770	104770	155510	130300	130720	117320	134000	113820	123690	122160	107000	130590	146200	150860	130080	139070	126200	106990	117750	149910	112790
Q9HBB8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11232	23462	26025	17207	16846	18478	19414	21563	18892	17803	15261
Q9HBR0	2960.7	2538.4	6259.4	1401.7	6029.9	2967.4	4121.1	3064.7	2238.8	2450.7	4430.5	4856.1	NA	6112.9	NA	4148.8	3525.2	NA	NA	5342.2	NA	2345
Q9HCN6	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	27277	58327	82663	59436	20873	44791	25517	38882	24943	31062	32420
Q9HDC9	88051	95762	205010	89114	163050	107160	337360	109400	103610	93654	135700	167160	226610	113360	128100	234180	192760	331910	162850	285970	229930	200060
Q9NPH3	27190	50694	36505	44652	28986	38008	40549	35698	24317	33571	40873	118860	101670	108030	91674	78822	88562	81054	73914	102070	94607	98664
Q9NPY3	55215	65874	122670	65831	109520	43039	97787	43935	49156	51020	76902	165890	88499	158560	88581	131680	77356	185900	64620	138980	98153	111260
Q9NQ79	373720	552760	368540	446980	350550	487910	371050	354400	252600	499160	384390	505250	665000	927760	765360	558630	1183200	544350	1093700	739190	601480	623600
Q9NS87	160280	366190	452420	130760	272260	183870	157360	173790	282000	270280	297550	165350	314680	120910	159130	138380	152590	308190	162740	166810	212490	157910
Q9NY97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9NZK5	4536.9	4240.9	2354.2	5477.4	6491.3	4972.2	5077.3	4325.4	5173.4	4903.8	7890.9	18502	29647	24486	27928	26159	24639	22126	24618	29142	28393	16171
Q9NZP8	1435500	1802400	1432300	1575600	1704700	1413200	1493300	1618900	2027500	1811300	1483300	1347100	1539400	1690400	1666800	1740700	1474700	1533200	1394000	1036800	1511300	1476700
Q9NZT1	60690	67955	93125	63733	98677	73940	68883	89100	79830	97121	67095	97969	78496	93384	83694	75445	101750	74320	142450	108680	133790	60483
Q9P219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	130290	200550	147790	241960	190370	192050	276800	152270	176660	274510	114680
Q9P232	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Q9UGM5	1302600	1079400	946440	1216300	741450	899220	511750	1504600	1691900	683330	835640	697970	1385400	993310	1295900	1056800	1245200	923480	1050900	1193700	1587400	1010700
Q9UHG3	541870	515280	801920	419910	620360	479290	490160	575760	768330	530160	554600	640740	792160	618920	668480	723330	561480	827850	746000	832350	633060	604760
Q9UJJ9	59985	88153	65094	60748	74617	60696	58003	59406	62148	44563	66485	49845	50226	42175	52653	58574	53858	66637	49997	63146	59211	47430
Q9UK55	498110	356690	550840	379920	587200	417950	403540	461740	482610	537070	432160	619280	818220	703330	976720	643290	712100	847600	803270	760970	929040	655860
Q9ULI3	145710	146920	277620	149610	291350	117130	308540	107580	83359	145320	197990	441500	350870	547560	378490	595620	369970	658860	335020	454860	340050	437270
Q9UNN8	42946	42813	52578	51695	53617	39172	42248	34841	44120	34104	44189	41636	75865	58311	80860	48747	101020	56008	69733	82566	59277	59517
Q9UNW1	139700	202310	141980	192950	194530	168930	124750	162780	176430	187190	161510	156110	205920	173170	176950	140650	161540	170780	169110	177980	208150	148440
Q9Y490	116580	93446	78574	143680	87874	61533	157470	113490	93753	74838	114890	145920	271500	394900	300740	148760	296680	120080	222760	159220	242990	203800
Q9Y4L1	58553	48152	77722	59247	82756	45145	71747	46874	53290	50162	74940	49275	41594	53984	32292	44847	39822	55683	32605	46088	36893	38675
Q9Y5C1	21670	28283	75084	38385	58476	22592	61726	26386	23040	43747	31519	41050	29943	42167	42731	36359	40751	48346	36935	41172	34401	35502
Q9Y5Y7	231380	290660	309990	222280	349480	188200	571940	222480	175770	203290	281440	516740	341310	429610	338160	609950	345060	544600	250770	464660	285320	445030
Q9Y6R7	1940000	2561300	3348200	1961100	3755500	1823100	4212600	2250600	1924200	2021200	3391700	1664500	1271800	1244800	1576900	1425300	949260	1629400	1150600	1660000	1223800	1333200
Q9Y6Z7	73872	94236	99254	106320	115070	79312	77257	82128	82538	80518	78242	146940	160620	161610	139370	144680	118670	173690	143790	167260	148680	134820
